image,snr_db,semantic_psnr,semantic_ok,ldpc_psnr,ldpc_ok,semantic_header_psnr,semantic_header_ok,reencode_psnr,reencode_ok,latsmooth_psnr,latsmooth_ok,gradent_psnr,gradent_ok,tv_psnr,tv_ok,watermark,alpha
kodim02,-11.5,12.40664092974334,1,0.0,0,12.65999152760224,1,12.784274502352005,1,12.784274502352005,1,0.0,0,0.0,0,component,0.1
kodim02,-11.0,13.091302632718394,1,0.0,0,13.136908627218878,1,0.0,0,13.93680487792112,1,13.93680487792112,1,0.0,0,component,0.1
kodim02,-10.5,13.914789680542448,1,0.0,0,13.39377938252805,1,0.0,0,14.363002778451722,1,14.363002778451722,1,14.363002778451722,1,component,0.1
kodim02,-10.0,14.811334113189469,1,0.0,0,15.368311410670596,1,0.0,0,14.617370482779988,1,0.0,0,14.617370482779988,1,component,0.1
kodim02,-9.5,16.13467904437588,1,0.0,0,15.182928693139228,1,15.780753770524731,1,15.780753770524731,1,15.780753770524731,1,15.780753770524731,1,component,0.1
kodim02,-9.0,16.396325663488696,1,0.0,0,16.380379512569558,1,17.159802766138775,1,17.159802766138775,1,17.159802766138775,1,0.0,0,component,0.1
kodim02,-8.5,18.714254704265436,1,0.0,0,18.119291592923627,1,18.80651836723802,1,18.80651836723802,1,18.80651836723802,1,18.80651836723802,1,component,0.1
kodim02,-8.0,19.59317923877545,1,0.0,0,19.63184080023172,1,18.201085129201964,1,18.201085129201964,1,18.201085129201964,1,0.0,0,component,0.1
kodim02,-7.5,19.464927674405356,1,0.0,0,20.383308008237577,1,20.325041164331186,1,20.325041164331186,1,0.0,0,0.0,0,component,0.1
kodim02,-7.0,22.005823510518205,1,0.0,0,22.353596732617316,1,21.316926532746308,1,21.316926532746308,1,0.0,0,0.0,0,component,0.1
kodim02,-6.5,21.60228300495458,1,0.0,0,21.893139245163876,1,22.599719001904962,1,22.599719001904962,1,0.0,0,0.0,0,component,0.1
kodim02,-6.0,22.382665137599083,1,0.0,0,20.84089116058669,1,23.457195398136157,1,23.457195398136157,1,23.457195398136157,1,0.0,0,component,0.1
kodim02,-5.5,23.48827302398428,1,0.0,0,23.74362658044258,1,24.282314783656204,1,24.282314783656204,1,24.282314783656204,1,0.0,0,component,0.1
kodim02,-5.0,24.8185066589337,1,0.0,0,24.442882071858683,1,23.620840654115188,1,23.620840654115188,1,23.620840654115188,1,0.0,0,component,0.1
kodim02,-4.5,24.91179366072398,1,0.0,0,24.657520002314712,1,25.34941935538494,1,25.34941935538494,1,25.34941935538494,1,0.0,0,component,0.1
kodim02,-4.0,26.772490261264718,1,0.0,0,26.93253103782113,1,26.85208622473962,1,26.85208622473962,1,26.85208622473962,1,0.0,0,component,0.1
kodim02,-3.5,26.374010039037742,1,0.0,0,26.885133160044322,1,26.77052133735737,1,26.77052133735737,1,26.77052133735737,1,0.0,0,component,0.1
kodim02,-3.0,27.28613109021427,1,0.0,0,28.102213276149264,1,27.293231974266796,1,27.293231974266796,1,27.293231974266796,1,0.0,0,component,0.1
kodim02,-2.5,28.664413536230064,1,0.0,0,28.413858349004148,1,28.82498138204227,1,28.82498138204227,1,28.82498138204227,1,0.0,0,component,0.1
kodim02,-2.0,29.15228711009139,1,29.32751582859074,1,28.578585605498287,1,28.41211719372556,1,28.41211719372556,1,28.41211719372556,1,0.0,0,component,0.1
kodim02,-1.5,29.845150979170235,1,29.311110570416595,1,29.780156533007954,1,29.887395571429025,1,29.887395571429025,1,29.887395571429025,1,0.0,0,component,0.1
kodim02,-1.0,29.866622217116095,1,30.191272853985023,1,30.34041710357411,1,30.524646050817207,1,30.524646050817207,1,30.524646050817207,1,0.0,0,component,0.1
kodim02,-0.5,30.817083909814475,1,30.501290326969986,1,30.922322883908116,1,30.640692120591687,1,30.640692120591687,1,30.640692120591687,1,0.0,0,component,0.1
kodim02,0.0,31.381544525878496,1,31.01109717260482,1,31.339855856087627,1,31.250091160119815,1,31.250091160119815,1,31.250091160119815,1,0.0,0,component,0.1
kodim02,0.5,31.759448076962805,1,31.644305050585753,1,31.62881723867065,1,31.37915458120743,1,31.37915458120743,1,31.37915458120743,1,0.0,0,component,0.1
kodim02,1.0,31.889185022057273,1,31.97121226459625,1,31.915618438065252,1,31.796532962455885,1,31.796532962455885,1,31.796532962455885,1,0.0,0,component,0.1
kodim02,1.5,32.12120240991571,1,32.22295095187167,1,32.275860489948,1,32.169168364297335,1,32.169168364297335,1,32.169168364297335,1,0.0,0,component,0.1
kodim02,2.0,32.46400437552208,1,32.51748722693919,1,32.478153379408084,1,32.506472026064145,1,32.506472026064145,1,32.506472026064145,1,0.0,0,component,0.1
kodim02,2.5,32.762402612288994,1,32.693266371664365,1,32.78234863942953,1,32.680219252900905,1,32.680219252900905,1,32.680219252900905,1,0.0,0,component,0.1
kodim02,3.0,32.932171825404566,1,32.90215724099218,1,33.039844802324076,1,33.02947234471243,1,33.02947234471243,1,33.02947234471243,1,0.0,0,component,0.1
kodim02,3.5,33.19024655922844,1,33.25632974392924,1,33.200974495427204,1,33.157075921066834,1,33.157075921066834,1,33.157075921066834,1,0.0,0,component,0.1
kodim02,4.0,33.42333092356486,1,33.41996047107104,1,33.45304674460134,1,33.416386670163575,1,33.416386670163575,1,33.416386670163575,1,0.0,0,component,0.1
kodim05,-12.0,8.145210386581068,1,0.0,0,8.148977684605992,1,8.074695998706149,1,0.0,0,8.074695998706149,1,8.074695998706149,1,component,0.1
